
----------- Ïðîòîêîë ------------ Äàòà: 15.12.2025 16:58:13 ------------ 


----- Ïàðàìåòðû --------
-in: in.txt
-out: in.txt.out
-log: in.txt.log
---- Èñõîäíûå äàííûå ------
Êîëè÷åñòâî ñèìâîëîâ: 1845
Ïðîèãíîðèðîâàíî:   0
Êîëè÷åñòâî ñòðîê:  94

------------------------------ ÒÀÁËÈÖÀ ËÅÊÑÅÌ  ------------------------

|  N | ËÅÊÑÅÌÀ | ÑÒÐÎÊÀ | ÈÍÄÅÊÑ Â ÒÈ |
3429: RESSTATE            
3429:                    ul;}pl{ul;}d{ul;}}ul;}$       C}R}}$              
3430:C->ul;              ul;}pl{ul;}d{ul;}}ul;}$       C}R}}$              
3431: SAVESTATE:          117
3431:                    ul;}pl{ul;}d{ul;}}ul;}$       ul;}R}}$            
3432:                    l;}pl{ul;}d{ul;}}ul;}$        l;}R}}$             
3433:                    ;}pl{ul;}d{ul;}}ul;}$         ;}R}}$              
3434:                    }pl{ul;}d{ul;}}ul;}$          }R}}$               
3435:                    pl{ul;}d{ul;}}ul;}$           R}}$                
3436:R->pl{C}R           pl{ul;}d{ul;}}ul;}$           R}}$                
3437: SAVESTATE:          118
3437:                    pl{ul;}d{ul;}}ul;}$           pl{C}R}}$           
3438:                    l{ul;}d{ul;}}ul;}$            l{C}R}}$            
3439:                    {ul;}d{ul;}}ul;}$             {C}R}}$             
3440:                    ul;}d{ul;}}ul;}$              C}R}}$              
3441:C->ui;              ul;}d{ul;}}ul;}$              C}R}}$              
3442: SAVESTATE:          119
3442:                    ul;}d{ul;}}ul;}$              ui;}R}}$            
3443:                    l;}d{ul;}}ul;}$               i;}R}}$             
3444: TS_NOK/NS_NORULECHï¿½IN
3444: RESSTATE            
3444:                    ul;}d{ul;}}ul;}$              C}R}}$              
3445:C->ui;C             ul;}d{ul;}}ul;}$              C}R}}$              
3446: SAVESTATE:          119
3446:                    ul;}d{ul;}}ul;}$              ui;C}R}}$           
3447:                    l;}d{ul;}}ul;}$               i;C}R}}$            
3448: TS_NOK/NS_NORULECHï¿½IN
3448: RESSTATE            
3448:                    ul;}d{ul;}}ul;}$              C}R}}$              
3449:C->ul;              ul;}d{ul;}}ul;}$              C}R}}$              
3450: SAVESTATE:          119
3450:                    ul;}d{ul;}}ul;}$              ul;}R}}$            
3451:                    l;}d{ul;}}ul;}$               l;}R}}$             
3452:                    ;}d{ul;}}ul;}$                ;}R}}$              
3453:                    }d{ul;}}ul;}$                 }R}}$               
3454:                    d{ul;}}ul;}$                  R}}$                
3455: TNS_NORULECHAIN/NS_NORULE
3455: RESSTATE            
3455:                    ul;}d{ul;}}ul;}$              C}R}}$              
3456:C->ul;C             ul;}d{ul;}}ul;}$              C}R}}$              
3457: SAVESTATE:          119
3457:                    ul;}d{ul;}}ul;}$              ul;C}R}}$           
3458:                    l;}d{ul;}}ul;}$               l;C}R}}$            
3459:                    ;}d{ul;}}ul;}$                ;C}R}}$             
3460:                    }d{ul;}}ul;}$                 C}R}}$              
3461: TNS_NORULECHAIN/NS_NORULE
3461: RESSTATE            
3461:                    ul;}d{ul;}}ul;}$              C}R}}$              
3462: TNS_NORULECHAIN/NS_NORULE
3462: RESSTATE            
3462:                    pl{ul;}d{ul;}}ul;}$           R}}$                
3463:R->pl{C}D           pl{ul;}d{ul;}}ul;}$           R}}$                
3464: SAVESTATE:          118
3464:                    pl{ul;}d{ul;}}ul;}$           pl{C}D}}$           
3465:                    l{ul;}d{ul;}}ul;}$            l{C}D}}$            
3466:                    {ul;}d{ul;}}ul;}$             {C}D}}$             
3467:                    ul;}d{ul;}}ul;}$              C}D}}$              
3468:C->ui;              ul;}d{ul;}}ul;}$              C}D}}$              
3469: SAVESTATE:          119
3469:                    ul;}d{ul;}}ul;}$              ui;}D}}$            
3470:                    l;}d{ul;}}ul;}$               i;}D}}$             
3471: TS_NOK/NS_NORULECHï¿½IN
3471: RESSTATE            
3471:                    ul;}d{ul;}}ul;}$              C}D}}$              
3472:C->ui;C             ul;}d{ul;}}ul;}$              C}D}}$              
3473: SAVESTATE:          119
3473:                    ul;}d{ul;}}ul;}$              ui;C}D}}$           
3474:                    l;}d{ul;}}ul;}$               i;C}D}}$            
3475: TS_NOK/NS_NORULECHï¿½IN
3475: RESSTATE            
3475:                    ul;}d{ul;}}ul;}$              C}D}}$              
3476:C->ul;              ul;}d{ul;}}ul;}$              C}D}}$              
3477: SAVESTATE:          119
3477:                    ul;}d{ul;}}ul;}$              ul;}D}}$            
3478:                    l;}d{ul;}}ul;}$               l;}D}}$             
3479:                    ;}d{ul;}}ul;}$                ;}D}}$              
3480:                    }d{ul;}}ul;}$                 }D}}$               
3481:                    d{ul;}}ul;}$                  D}}$                
3482:D->d{C}             d{ul;}}ul;}$                  D}}$                
3483: SAVESTATE:          120
3483:                    d{ul;}}ul;}$                  d{C}}}$             
3484:                    {ul;}}ul;}$                   {C}}}$              
3485:                    ul;}}ul;}$                    C}}}$               
3486:C->ui;              ul;}}ul;}$                    C}}}$               
3487: SAVESTATE:          121
3487:                    ul;}}ul;}$                    ui;}}}$             
3488:                    l;}}ul;}$                     i;}}}$              
3489: TS_NOK/NS_NORULECHï¿½IN
3489: RESSTATE            
3489:                    ul;}}ul;}$                    C}}}$               
3490:C->ui;C             ul;}}ul;}$                    C}}}$               
3491: SAVESTATE:          121
3491:                    ul;}}ul;}$                    ui;C}}}$            
3492:                    l;}}ul;}$                     i;C}}}$             
3493: TS_NOK/NS_NORULECHï¿½IN
3493: RESSTATE            
3493:                    ul;}}ul;}$                    C}}}$               
3494:C->ul;              ul;}}ul;}$                    C}}}$               
3495: SAVESTATE:          121
3495:                    ul;}}ul;}$                    ul;}}}$             
3496:                    l;}}ul;}$                     l;}}}$              
3497:                    ;}}ul;}$                      ;}}}$               
3498:                    }}ul;}$                       }}}$                
3499:                    }ul;}$                        }}$                 
3500:                    ul;}$                         }$                  
3501: TS_NOK/NS_NORULECHï¿½IN
3501: RESSTATE            
3501:                    ul;}}ul;}$                    C}}}$               
3502:C->ul;C             ul;}}ul;}$                    C}}}$               
3503: SAVESTATE:          121
3503:                    ul;}}ul;}$                    ul;C}}}$            
3504:                    l;}}ul;}$                     l;C}}}$             
3505:                    ;}}ul;}$                      ;C}}}$              
3506:                    }}ul;}$                       C}}}$               
3507: TNS_NORULECHAIN/NS_NORULE
3507: RESSTATE            
3507:                    ul;}}ul;}$                    C}}}$               
3508: TNS_NORULECHAIN/NS_NORULE
3508: RESSTATE            
3508:                    d{ul;}}ul;}$                  D}}$                
3509: TNS_NORULECHAIN/NS_NORULE
3509: RESSTATE            
3509:                    ul;}d{ul;}}ul;}$              C}D}}$              
3510:C->ul;C             ul;}d{ul;}}ul;}$              C}D}}$              
3511: SAVESTATE:          119
3511:                    ul;}d{ul;}}ul;}$              ul;C}D}}$           
3512:                    l;}d{ul;}}ul;}$               l;C}D}}$            
3513:                    ;}d{ul;}}ul;}$                ;C}D}}$             
3514:                    }d{ul;}}ul;}$                 C}D}}$              
3515: TNS_NORULECHAIN/NS_NORULE
3515: RESSTATE            
3515:                    ul;}d{ul;}}ul;}$              C}D}}$              
3516: TNS_NORULECHAIN/NS_NORULE
3516: RESSTATE            
3516:                    pl{ul;}d{ul;}}ul;}$           R}}$                
3517:R->pl{C}            pl{ul;}d{ul;}}ul;}$           R}}$                
3518: SAVESTATE:          118
3518:                    pl{ul;}d{ul;}}ul;}$           pl{C}}}$            
3519:                    l{ul;}d{ul;}}ul;}$            l{C}}}$             
3520:                    {ul;}d{ul;}}ul;}$             {C}}}$              
3521:                    ul;}d{ul;}}ul;}$              C}}}$               
3522:C->ui;              ul;}d{ul;}}ul;}$              C}}}$               
3523: SAVESTATE:          119
3523:                    ul;}d{ul;}}ul;}$              ui;}}}$             
3524:                    l;}d{ul;}}ul;}$               i;}}}$              
3525: TS_NOK/NS_NORULECHï¿½IN
3525: RESSTATE            
3525:                    ul;}d{ul;}}ul;}$              C}}}$               
3526:C->ui;C             ul;}d{ul;}}ul;}$              C}}}$               
3527: SAVESTATE:          119
3527:                    ul;}d{ul;}}ul;}$              ui;C}}}$            
3528:                    l;}d{ul;}}ul;}$               i;C}}}$             
3529: TS_NOK/NS_NORULECHï¿½IN
3529: RESSTATE            
3529:                    ul;}d{ul;}}ul;}$              C}}}$               
3530:C->ul;              ul;}d{ul;}}ul;}$              C}}}$               
3531: SAVESTATE:          119
3531:                    ul;}d{ul;}}ul;}$              ul;}}}$             
3532:                    l;}d{ul;}}ul;}$               l;}}}$              
3533:                    ;}d{ul;}}ul;}$                ;}}}$               
3534:                    }d{ul;}}ul;}$                 }}}$                
3535:                    d{ul;}}ul;}$                  }}$                 
3536: TS_NOK/NS_NORULECHï¿½IN
3536: RESSTATE            
3536:                    ul;}d{ul;}}ul;}$              C}}}$               
3537:C->ul;C             ul;}d{ul;}}ul;}$              C}}}$               
3538: SAVESTATE:          119
3538:                    ul;}d{ul;}}ul;}$              ul;C}}}$            
3539:                    l;}d{ul;}}ul;}$               l;C}}}$             
3540:                    ;}d{ul;}}ul;}$                ;C}}}$              
3541:                    }d{ul;}}ul;}$                 C}}}$               
3542: TNS_NORULECHAIN/NS_NORULE
3542: RESSTATE            
3542:                    ul;}d{ul;}}ul;}$              C}}}$               
3543: TNS_NORULECHAIN/NS_NORULE
3543: RESSTATE            
3543:                    pl{ul;}d{ul;}}ul;}$           R}}$                
3544: TNS_NORULECHAIN/NS_NORULE
3544: RESSTATE            
3544:                    ul;}pl{ul;}d{ul;}}ul;}$       C}R}}$              
3545:C->ul;C             ul;}pl{ul;}d{ul;}}ul;}$       C}R}}$              
3546: SAVESTATE:          117
3546:                    ul;}pl{ul;}d{ul;}}ul;}$       ul;C}R}}$           
3547:                    l;}pl{ul;}d{ul;}}ul;}$        l;C}R}}$            
3548:                    ;}pl{ul;}d{ul;}}ul;}$         ;C}R}}$             
3549:                    }pl{ul;}d{ul;}}ul;}$          C}R}}$              
3550: TNS_NORULECHAIN/NS_NORULE
3550: RESSTATE            
3550:                    ul;}pl{ul;}d{ul;}}ul;}$       C}R}}$              
3551: TNS_NORULECHAIN/NS_NORULE
3551: RESSTATE            
3551:                    pl{ul;}pl{ul;}d{ul;}}ul;}     R}}$                
3552:R->pl{C}D           pl{ul;}pl{ul;}d{ul;}}ul;}     R}}$                
3553: SAVESTATE:          116
3553:                    pl{ul;}pl{ul;}d{ul;}}ul;}     pl{C}D}}$           
3554:                    l{ul;}pl{ul;}d{ul;}}ul;}$     l{C}D}}$            
3555:                    {ul;}pl{ul;}d{ul;}}ul;}$      {C}D}}$             
3556:                    ul;}pl{ul;}d{ul;}}ul;}$       C}D}}$              
3557:C->ui;              ul;}pl{ul;}d{ul;}}ul;}$       C}D}}$              
3558: SAVESTATE:          117
3558:                    ul;}pl{ul;}d{ul;}}ul;}$       ui;}D}}$            
3559:                    l;}pl{ul;}d{ul;}}ul;}$        i;}D}}$             
3560: TS_NOK/NS_NORULECHï¿½IN
3560: RESSTATE            
3560:                    ul;}pl{ul;}d{ul;}}ul;}$       C}D}}$              
3561:C->ui;C             ul;}pl{ul;}d{ul;}}ul;}$       C}D}}$              
3562: SAVESTATE:          117
3562:                    ul;}pl{ul;}d{ul;}}ul;}$       ui;C}D}}$           
3563:                    l;}pl{ul;}d{ul;}}ul;}$        i;C}D}}$            
3564: TS_NOK/NS_NORULECHï¿½IN
3564: RESSTATE            
3564:                    ul;}pl{ul;}d{ul;}}ul;}$       C}D}}$              
3565:C->ul;              ul;}pl{ul;}d{ul;}}ul;}$       C}D}}$              
3566: SAVESTATE:          117
3566:                    ul;}pl{ul;}d{ul;}}ul;}$       ul;}D}}$            
3567:                    l;}pl{ul;}d{ul;}}ul;}$        l;}D}}$             
3568:                    ;}pl{ul;}d{ul;}}ul;}$         ;}D}}$              
3569:                    }pl{ul;}d{ul;}}ul;}$          }D}}$               
3570:                    pl{ul;}d{ul;}}ul;}$           D}}$                
3571: TNS_NORULECHAIN/NS_NORULE
3571: RESSTATE            
3571:                    ul;}pl{ul;}d{ul;}}ul;}$       C}D}}$              
3572:C->ul;C             ul;}pl{ul;}d{ul;}}ul;}$       C}D}}$              
3573: SAVESTATE:          117
3573:                    ul;}pl{ul;}d{ul;}}ul;}$       ul;C}D}}$           
3574:                    l;}pl{ul;}d{ul;}}ul;}$        l;C}D}}$            
3575:                    ;}pl{ul;}d{ul;}}ul;}$         ;C}D}}$             
3576:                    }pl{ul;}d{ul;}}ul;}$          C}D}}$              
3577: TNS_NORULECHAIN/NS_NORULE
3577: RESSTATE            
3577:                    ul;}pl{ul;}d{ul;}}ul;}$       C}D}}$              
3578: TNS_NORULECHAIN/NS_NORULE
3578: RESSTATE            
3578:                    pl{ul;}pl{ul;}d{ul;}}ul;}     R}}$                
3579:R->pl{C}            pl{ul;}pl{ul;}d{ul;}}ul;}     R}}$                
3580: SAVESTATE:          116
3580:                    pl{ul;}pl{ul;}d{ul;}}ul;}     pl{C}}}$            
3581:                    l{ul;}pl{ul;}d{ul;}}ul;}$     l{C}}}$             
3582:                    {ul;}pl{ul;}d{ul;}}ul;}$      {C}}}$              
3583:                    ul;}pl{ul;}d{ul;}}ul;}$       C}}}$               
3584:C->ui;              ul;}pl{ul;}d{ul;}}ul;}$       C}}}$               
3585: SAVESTATE:          117
3585:                    ul;}pl{ul;}d{ul;}}ul;}$       ui;}}}$             
3586:                    l;}pl{ul;}d{ul;}}ul;}$        i;}}}$              
3587: TS_NOK/NS_NORULECHï¿½IN
3587: RESSTATE            
3587:                    ul;}pl{ul;}d{ul;}}ul;}$       C}}}$               
3588:C->ui;C             ul;}pl{ul;}d{ul;}}ul;}$       C}}}$               
3589: SAVESTATE:          117
3589:                    ul;}pl{ul;}d{ul;}}ul;}$       ui;C}}}$            
3590:                    l;}pl{ul;}d{ul;}}ul;}$        i;C}}}$             
3591: TS_NOK/NS_NORULECHï¿½IN
3591: RESSTATE            
3591:                    ul;}pl{ul;}d{ul;}}ul;}$       C}}}$               
3592:C->ul;              ul;}pl{ul;}d{ul;}}ul;}$       C}}}$               
3593: SAVESTATE:          117
3593:                    ul;}pl{ul;}d{ul;}}ul;}$       ul;}}}$             
3594:                    l;}pl{ul;}d{ul;}}ul;}$        l;}}}$              
3595:                    ;}pl{ul;}d{ul;}}ul;}$         ;}}}$               
3596:                    }pl{ul;}d{ul;}}ul;}$          }}}$                
3597:                    pl{ul;}d{ul;}}ul;}$           }}$                 
3598: TS_NOK/NS_NORULECHï¿½IN
3598: RESSTATE            
3598:                    ul;}pl{ul;}d{ul;}}ul;}$       C}}}$               
3599:C->ul;C             ul;}pl{ul;}d{ul;}}ul;}$       C}}}$               
3600: SAVESTATE:          117
3600:                    ul;}pl{ul;}d{ul;}}ul;}$       ul;C}}}$            
3601:                    l;}pl{ul;}d{ul;}}ul;}$        l;C}}}$             
3602:                    ;}pl{ul;}d{ul;}}ul;}$         ;C}}}$              
3603:                    }pl{ul;}d{ul;}}ul;}$          C}}}$               
3604: TNS_NORULECHAIN/NS_NORULE
3604: RESSTATE            
3604:                    ul;}pl{ul;}d{ul;}}ul;}$       C}}}$               
3605: TNS_NORULECHAIN/NS_NORULE
3605: RESSTATE            
3605:                    pl{ul;}pl{ul;}d{ul;}}ul;}     R}}$                
3606: TNS_NORULECHAIN/NS_NORULE
3606: RESSTATE            
3606:                    i]{pl{ul;}pl{ul;}d{ul;}}u     E]{R}}$             
3607:E->i(W)             i]{pl{ul;}pl{ul;}d{ul;}}u     E]{R}}$             
3608: SAVESTATE:          115
3608:                    i]{pl{ul;}pl{ul;}d{ul;}}u     i(W)]{R}}$          
3609:                    ]{pl{ul;}pl{ul;}d{ul;}}ul     (W)]{R}}$           
3610: TS_NOK/NS_NORULECHï¿½IN
3610: RESSTATE            
3610:                    i]{pl{ul;}pl{ul;}d{ul;}}u     E]{R}}$             
3611:E->i(F)             i]{pl{ul;}pl{ul;}d{ul;}}u     E]{R}}$             
3612: SAVESTATE:          115
3612:                    i]{pl{ul;}pl{ul;}d{ul;}}u     i(F)]{R}}$          
3613:                    ]{pl{ul;}pl{ul;}d{ul;}}ul     (F)]{R}}$           
3614: TS_NOK/NS_NORULECHï¿½IN
3614: RESSTATE            
3614:                    i]{pl{ul;}pl{ul;}d{ul;}}u     E]{R}}$             
3615:E->iM               i]{pl{ul;}pl{ul;}d{ul;}}u     E]{R}}$             
3616: SAVESTATE:          115
3616:                    i]{pl{ul;}pl{ul;}d{ul;}}u     iM]{R}}$            
3617:                    ]{pl{ul;}pl{ul;}d{ul;}}ul     M]{R}}$             
3618: TNS_NORULECHAIN/NS_NORULE
3618: RESSTATE            
3618:                    i]{pl{ul;}pl{ul;}d{ul;}}u     E]{R}}$             
3619:E->i(W)             i]{pl{ul;}pl{ul;}d{ul;}}u     E]{R}}$             
3620: SAVESTATE:          115
3620:                    i]{pl{ul;}pl{ul;}d{ul;}}u     i(W)]{R}}$          
3621:                    ]{pl{ul;}pl{ul;}d{ul;}}ul     (W)]{R}}$           
3622: TS_NOK/NS_NORULECHï¿½IN
3622: RESSTATE            
3622:                    i]{pl{ul;}pl{ul;}d{ul;}}u     E]{R}}$             
3623: TNS_NORULECHAIN/NS_NORULE
3623: RESSTATE            
3623:                    [i]{pl{ul;}pl{ul;}d{ul;}}     H}$                 
3624:H->[E]{D}           [i]{pl{ul;}pl{ul;}d{ul;}}     H}$                 
3625: SAVESTATE:          114
3625:                    [i]{pl{ul;}pl{ul;}d{ul;}}     [E]{D}}$            
3626:                    i]{pl{ul;}pl{ul;}d{ul;}}u     E]{D}}$             
3627:E->i                i]{pl{ul;}pl{ul;}d{ul;}}u     E]{D}}$             
3628: SAVESTATE:          115
3628:                    i]{pl{ul;}pl{ul;}d{ul;}}u     i]{D}}$             
3629:                    ]{pl{ul;}pl{ul;}d{ul;}}ul     ]{D}}$              
3630:                    {pl{ul;}pl{ul;}d{ul;}}ul;     {D}}$               
3631:                    pl{ul;}pl{ul;}d{ul;}}ul;}     D}}$                
3632: TNS_NORULECHAIN/NS_NORULE
3632: RESSTATE            
3632:                    i]{pl{ul;}pl{ul;}d{ul;}}u     E]{D}}$             
3633:E->i(W)             i]{pl{ul;}pl{ul;}d{ul;}}u     E]{D}}$             
3634: SAVESTATE:          115
3634:                    i]{pl{ul;}pl{ul;}d{ul;}}u     i(W)]{D}}$          
3635:                    ]{pl{ul;}pl{ul;}d{ul;}}ul     (W)]{D}}$           
3636: TS_NOK/NS_NORULECHï¿½IN
3636: RESSTATE            
3636:                    i]{pl{ul;}pl{ul;}d{ul;}}u     E]{D}}$             
3637:E->i(F)             i]{pl{ul;}pl{ul;}d{ul;}}u     E]{D}}$             
3638: SAVESTATE:          115
3638:                    i]{pl{ul;}pl{ul;}d{ul;}}u     i(F)]{D}}$          
3639:                    ]{pl{ul;}pl{ul;}d{ul;}}ul     (F)]{D}}$           
3640: TS_NOK/NS_NORULECHï¿½IN
3640: RESSTATE            
3640:                    i]{pl{ul;}pl{ul;}d{ul;}}u     E]{D}}$             
3641:E->iM               i]{pl{ul;}pl{ul;}d{ul;}}u     E]{D}}$             
3642: SAVESTATE:          115
3642:                    i]{pl{ul;}pl{ul;}d{ul;}}u     iM]{D}}$            
3643:                    ]{pl{ul;}pl{ul;}d{ul;}}ul     M]{D}}$             
3644: TNS_NORULECHAIN/NS_NORULE
3644: RESSTATE            
3644:                    i]{pl{ul;}pl{ul;}d{ul;}}u     E]{D}}$             
3645:E->i(W)             i]{pl{ul;}pl{ul;}d{ul;}}u     E]{D}}$             
3646: SAVESTATE:          115
3646:                    i]{pl{ul;}pl{ul;}d{ul;}}u     i(W)]{D}}$          
3647:                    ]{pl{ul;}pl{ul;}d{ul;}}ul     (W)]{D}}$           
3648: TS_NOK/NS_NORULECHï¿½IN
3648: RESSTATE            
3648:                    i]{pl{ul;}pl{ul;}d{ul;}}u     E]{D}}$             
3649: TNS_NORULECHAIN/NS_NORULE
3649: RESSTATE            
3649:                    [i]{pl{ul;}pl{ul;}d{ul;}}     H}$                 
3650: TNS_NORULECHAIN/NS_NORULE
3650: RESSTATE            
3650:                    s[i]{pl{ul;}pl{ul;}d{ul;}     N}$                 
3651:N->sHN              s[i]{pl{ul;}pl{ul;}d{ul;}     N}$                 
3652: SAVESTATE:          113
3652:                    s[i]{pl{ul;}pl{ul;}d{ul;}     sHN}$               
3653:                    [i]{pl{ul;}pl{ul;}d{ul;}}     HN}$                
3654:H->[E]{R}           [i]{pl{ul;}pl{ul;}d{ul;}}     HN}$                
3655: SAVESTATE:          114
3655:                    [i]{pl{ul;}pl{ul;}d{ul;}}     [E]{R}N}$           
3656:                    i]{pl{ul;}pl{ul;}d{ul;}}u     E]{R}N}$            
3657:E->i                i]{pl{ul;}pl{ul;}d{ul;}}u     E]{R}N}$            
3658: SAVESTATE:          115
3658:                    i]{pl{ul;}pl{ul;}d{ul;}}u     i]{R}N}$            
3659:                    ]{pl{ul;}pl{ul;}d{ul;}}ul     ]{R}N}$             
3660:                    {pl{ul;}pl{ul;}d{ul;}}ul;     {R}N}$              
3661:                    pl{ul;}pl{ul;}d{ul;}}ul;}     R}N}$               
3662:R->pl{C}R           pl{ul;}pl{ul;}d{ul;}}ul;}     R}N}$               
3663: SAVESTATE:          116
3663:                    pl{ul;}pl{ul;}d{ul;}}ul;}     pl{C}R}N}$          
3664:                    l{ul;}pl{ul;}d{ul;}}ul;}$     l{C}R}N}$           
3665:                    {ul;}pl{ul;}d{ul;}}ul;}$      {C}R}N}$            
3666:                    ul;}pl{ul;}d{ul;}}ul;}$       C}R}N}$             
3667:C->ui;              ul;}pl{ul;}d{ul;}}ul;}$       C}R}N}$             
3668: SAVESTATE:          117
3668:                    ul;}pl{ul;}d{ul;}}ul;}$       ui;}R}N}$           
3669:                    l;}pl{ul;}d{ul;}}ul;}$        i;}R}N}$            
3670: TS_NOK/NS_NORULECHï¿½IN
3670: RESSTATE            
3670:                    ul;}pl{ul;}d{ul;}}ul;}$       C}R}N}$             
3671:C->ui;C             ul;}pl{ul;}d{ul;}}ul;}$       C}R}N}$             
3672: SAVESTATE:          117
3672:                    ul;}pl{ul;}d{ul;}}ul;}$       ui;C}R}N}$          
3673:                    l;}pl{ul;}d{ul;}}ul;}$        i;C}R}N}$           
3674: TS_NOK/NS_NORULECHï¿½IN
3674: RESSTATE            
3674:                    ul;}pl{ul;}d{ul;}}ul;}$       C}R}N}$             
3675:C->ul;              ul;}pl{ul;}d{ul;}}ul;}$       C}R}N}$             
3676: SAVESTATE:          117
3676:                    ul;}pl{ul;}d{ul;}}ul;}$       ul;}R}N}$           
3677:                    l;}pl{ul;}d{ul;}}ul;}$        l;}R}N}$            
3678:                    ;}pl{ul;}d{ul;}}ul;}$         ;}R}N}$             
3679:                    }pl{ul;}d{ul;}}ul;}$          }R}N}$              
3680:                    pl{ul;}d{ul;}}ul;}$           R}N}$               
3681:R->pl{C}R           pl{ul;}d{ul;}}ul;}$           R}N}$               
3682: SAVESTATE:          118
3682:                    pl{ul;}d{ul;}}ul;}$           pl{C}R}N}$          
3683:                    l{ul;}d{ul;}}ul;}$            l{C}R}N}$           
3684:                    {ul;}d{ul;}}ul;}$             {C}R}N}$            
3685:                    ul;}d{ul;}}ul;}$              C}R}N}$             
3686:C->ui;              ul;}d{ul;}}ul;}$              C}R}N}$             
3687: SAVESTATE:          119
3687:                    ul;}d{ul;}}ul;}$              ui;}R}N}$           
3688:                    l;}d{ul;}}ul;}$               i;}R}N}$            
3689: TS_NOK/NS_NORULECHï¿½IN
3689: RESSTATE            
3689:                    ul;}d{ul;}}ul;}$              C}R}N}$             
3690:C->ui;C             ul;}d{ul;}}ul;}$              C}R}N}$             
3691: SAVESTATE:          119
3691:                    ul;}d{ul;}}ul;}$              ui;C}R}N}$          
3692:                    l;}d{ul;}}ul;}$               i;C}R}N}$           
3693: TS_NOK/NS_NORULECHï¿½IN
3693: RESSTATE            
3693:                    ul;}d{ul;}}ul;}$              C}R}N}$             
3694:C->ul;              ul;}d{ul;}}ul;}$              C}R}N}$             
3695: SAVESTATE:          119
3695:                    ul;}d{ul;}}ul;}$              ul;}R}N}$           
3696:                    l;}d{ul;}}ul;}$               l;}R}N}$            
3697:                    ;}d{ul;}}ul;}$                ;}R}N}$             
3698:                    }d{ul;}}ul;}$                 }R}N}$              
3699:                    d{ul;}}ul;}$                  R}N}$               
3700: TNS_NORULECHAIN/NS_NORULE
3700: RESSTATE            
3700:                    ul;}d{ul;}}ul;}$              C}R}N}$             
3701:C->ul;C             ul;}d{ul;}}ul;}$              C}R}N}$             
3702: SAVESTATE:          119
3702:                    ul;}d{ul;}}ul;}$              ul;C}R}N}$          
3703:                    l;}d{ul;}}ul;}$               l;C}R}N}$           
3704:                    ;}d{ul;}}ul;}$                ;C}R}N}$            
3705:                    }d{ul;}}ul;}$                 C}R}N}$             
3706: TNS_NORULECHAIN/NS_NORULE
3706: RESSTATE            
3706:                    ul;}d{ul;}}ul;}$              C}R}N}$             
3707: TNS_NORULECHAIN/NS_NORULE
3707: RESSTATE            
3707:                    pl{ul;}d{ul;}}ul;}$           R}N}$               
3708:R->pl{C}D           pl{ul;}d{ul;}}ul;}$           R}N}$               
3709: SAVESTATE:          118
3709:                    pl{ul;}d{ul;}}ul;}$           pl{C}D}N}$          
3710:                    l{ul;}d{ul;}}ul;}$            l{C}D}N}$           
3711:                    {ul;}d{ul;}}ul;}$             {C}D}N}$            
3712:                    ul;}d{ul;}}ul;}$              C}D}N}$             
3713:C->ui;              ul;}d{ul;}}ul;}$              C}D}N}$             
3714: SAVESTATE:          119
3714:                    ul;}d{ul;}}ul;}$              ui;}D}N}$           
3715:                    l;}d{ul;}}ul;}$               i;}D}N}$            
3716: TS_NOK/NS_NORULECHï¿½IN
3716: RESSTATE            
3716:                    ul;}d{ul;}}ul;}$              C}D}N}$             
3717:C->ui;C             ul;}d{ul;}}ul;}$              C}D}N}$             
3718: SAVESTATE:          119
3718:                    ul;}d{ul;}}ul;}$              ui;C}D}N}$          
3719:                    l;}d{ul;}}ul;}$               i;C}D}N}$           
3720: TS_NOK/NS_NORULECHï¿½IN
3720: RESSTATE            
3720:                    ul;}d{ul;}}ul;}$              C}D}N}$             
3721:C->ul;              ul;}d{ul;}}ul;}$              C}D}N}$             
3722: SAVESTATE:          119
3722:                    ul;}d{ul;}}ul;}$              ul;}D}N}$           
3723:                    l;}d{ul;}}ul;}$               l;}D}N}$            
3724:                    ;}d{ul;}}ul;}$                ;}D}N}$             
3725:                    }d{ul;}}ul;}$                 }D}N}$              
3726:                    d{ul;}}ul;}$                  D}N}$               
3727:D->d{C}             d{ul;}}ul;}$                  D}N}$               
3728: SAVESTATE:          120
3728:                    d{ul;}}ul;}$                  d{C}}N}$            
3729:                    {ul;}}ul;}$                   {C}}N}$             
3730:                    ul;}}ul;}$                    C}}N}$              
3731:C->ui;              ul;}}ul;}$                    C}}N}$              
3732: SAVESTATE:          121
3732:                    ul;}}ul;}$                    ui;}}N}$            
3733:                    l;}}ul;}$                     i;}}N}$             
3734: TS_NOK/NS_NORULECHï¿½IN
3734: RESSTATE            
3734:                    ul;}}ul;}$                    C}}N}$              
3735:C->ui;C             ul;}}ul;}$                    C}}N}$              
3736: SAVESTATE:          121
3736:                    ul;}}ul;}$                    ui;C}}N}$           
3737:                    l;}}ul;}$                     i;C}}N}$            
3738: TS_NOK/NS_NORULECHï¿½IN
3738: RESSTATE            
3738:                    ul;}}ul;}$                    C}}N}$              
3739:C->ul;              ul;}}ul;}$                    C}}N}$              
3740: SAVESTATE:          121
3740:                    ul;}}ul;}$                    ul;}}N}$            
3741:                    l;}}ul;}$                     l;}}N}$             
3742:                    ;}}ul;}$                      ;}}N}$              
